id,name,isHighlight,primaryImage,link,countryId,departmentId,accessionYear
623,"Medal of Captain James Biddle",0,https://images.metmuseum.org/CRDImages/ad/original/LC-83_2_376-001.jpg,https://www.metmuseum.org/art/collection/search/5055,1,1,1883
624,"Medal of Captain William Bainbridge",0,https://images.metmuseum.org/CRDImages/ad/original/LC-83_2_378-001.jpg,https://www.metmuseum.org/art/collection/search/5056,1,1,1883
625,"Medal of Lieutenant Stephen Cassin",0,https://images.metmuseum.org/CRDImages/ad/original/LC-83_2_380-001.jpg,https://www.metmuseum.org/art/collection/search/5057,1,1,1883
626,"Medal of Captain Jacob Jones",0,https://images.metmuseum.org/CRDImages/ad/original/LC-83_2_381-001.jpg,https://www.metmuseum.org/art/collection/search/5058,1,1,1883
627,"Medal of Lieutenant Edward R. McCall",0,https://images.metmuseum.org/CRDImages/ad/original/LC-83_2_382-001.jpg,https://www.metmuseum.org/art/collection/search/5059,1,1,1883
628,"Medal of Captain Jesse Duncan Elliott",0,https://images.metmuseum.org/CRDImages/ad/original/LC-83_2_383-001.jpg,https://www.metmuseum.org/art/collection/search/5060,1,1,1883
629,"Medal of Captain Johnston Blakely",0,https://images.metmuseum.org/CRDImages/ad/original/LC-83_2_384-001.jpg,https://www.metmuseum.org/art/collection/search/5061,1,1,1883
630,"Medal of Major General Jacob Brown",0,https://images.metmuseum.org/CRDImages/ad/original/LC-83_2_385-001.jpg,https://www.metmuseum.org/art/collection/search/5062,1,1,1883
631,"Medal of Brigadier General James Miller",0,https://images.metmuseum.org/CRDImages/ad/original/LC-83_2_386-001.jpg,https://www.metmuseum.org/art/collection/search/5063,1,1,1883
632,"Medal of Colonel George Croghan",0,https://images.metmuseum.org/CRDImages/ad/original/LC-83_2_388-001.jpg,https://www.metmuseum.org/art/collection/search/5064,1,1,1883
633,"Medal of Major General E. P. Gaines",0,https://images.metmuseum.org/CRDImages/ad/original/LC-83_2_390-001.jpg,https://www.metmuseum.org/art/collection/search/5065,1,1,1883
634,"Medal of Captain Stephen Decatur",0,https://images.metmuseum.org/CRDImages/ad/original/LC-83_2_392-001.jpg,https://www.metmuseum.org/art/collection/search/5066,1,1,1883
635,"Medal of Captain Truxtun's Engagement with a French Cruiser in 1800",0,https://images.metmuseum.org/CRDImages/ad/original/LC-83_2_393-001.jpg,https://www.metmuseum.org/art/collection/search/5067,1,1,1883
636,"Medal of Captain James Lawrence",0,https://images.metmuseum.org/CRDImages/ad/original/LC-83_2_394-001.jpg,https://www.metmuseum.org/art/collection/search/5068,1,1,1883
637,"Medal in Memory of Lieutenant William Burrows",0,https://images.metmuseum.org/CRDImages/ad/original/LC-83_2_395-001.jpg,https://www.metmuseum.org/art/collection/search/5069,1,1,1883
638,"Medal of Governor I. Shelby of Kentucky",0,https://images.metmuseum.org/CRDImages/ad/original/LC-83_2_397-001.jpg,https://www.metmuseum.org/art/collection/search/5070,1,1,1883
639,"Medal of the Naval Battle of Lake Erie, 1813",0,https://images.metmuseum.org/CRDImages/ad/original/LC-83_2_399-001.jpg,https://www.metmuseum.org/art/collection/search/5071,1,1,1883
640,"Medal of Captain Charles Stewart",0,https://images.metmuseum.org/CRDImages/ad/original/LC-83_2_400-001.jpg,https://www.metmuseum.org/art/collection/search/5072,1,1,1883
641,"Medal of Major General William H. Harrison",0,https://images.metmuseum.org/CRDImages/ad/original/LC-83_2_402-001.jpg,https://www.metmuseum.org/art/collection/search/5073,1,1,1883
642,"Medal of Major General Winfield Scott",0,https://images.metmuseum.org/CRDImages/ad/original/LC-83_2_403-001.jpg,https://www.metmuseum.org/art/collection/search/5074,1,1,1883
643,"Medal of Major General Andrew Jackson",0,https://images.metmuseum.org/CRDImages/ad/original/LC-83_2_404-001.jpg,https://www.metmuseum.org/art/collection/search/5075,1,1,1883
644,"Medal of Major General Alexander Macomb",0,https://images.metmuseum.org/CRDImages/ad/original/LC-83_2_406-001.jpg,https://www.metmuseum.org/art/collection/search/5076,1,1,1883
645,"Medal of Brigadier-General E. W. Ripley",0,https://images.metmuseum.org/CRDImages/ad/original/LC-83_2_409-001.jpg,https://www.metmuseum.org/art/collection/search/5077,1,1,1883
646,"Medal of Major General Peter B. Porter",0,https://images.metmuseum.org/CRDImages/ad/original/LC-83_2_411-001.jpg,https://www.metmuseum.org/art/collection/search/5078,1,1,1883
647,"Medal of James Monroe",0,https://images.metmuseum.org/CRDImages/ad/original/LC-83_2_428-001.jpg,https://www.metmuseum.org/art/collection/search/5079,1,1,1883
648,"Medal of John Quincy Adams",0,https://images.metmuseum.org/CRDImages/ad/original/LC-83_2_429-001.jpg,https://www.metmuseum.org/art/collection/search/5080,1,1,1883
649,"Medal of Andrew Jackson",0,https://images.metmuseum.org/CRDImages/ad/original/LC-83_2_430-001.jpg,https://www.metmuseum.org/art/collection/search/5081,1,1,1883
650,"Medal of Martin Van Buren",0,https://images.metmuseum.org/CRDImages/ad/original/LC-83_2_431-001.jpg,https://www.metmuseum.org/art/collection/search/5082,1,1,1883
651,"John Quincy Adams",0,https://images.metmuseum.org/CRDImages/ad/original/AW_07_251_106-001.jpg,https://www.metmuseum.org/art/collection/search/5083,1,1,1907
652,"American Institute Award Medal",0,https://images.metmuseum.org/CRDImages/ad/original/ADA3059.jpg,https://www.metmuseum.org/art/collection/search/5084,1,1,1952
653,"Medal of the Constituency of Meaux in Honor of Its Deputy",0,https://images.metmuseum.org/CRDImages/ad/original/LC-83_2_415-001.jpg,https://www.metmuseum.org/art/collection/search/5086,6,1,1883
654,"Medal of Gates at Saratoga",0,https://images.metmuseum.org/CRDImages/ad/original/LC-83_2_412-001.jpg,https://www.metmuseum.org/art/collection/search/5087,6,1,1883
655,"Medal of Francis, Duke de Dampville",0,https://images.metmuseum.org/CRDImages/ad/original/LC-83_2_420-001.jpg,https://www.metmuseum.org/art/collection/search/5092,6,1,1883
656,"Medal of George Washington's Public Offices",0,https://images.metmuseum.org/CRDImages/ad/original/LC-07_124_24-001.jpg,https://www.metmuseum.org/art/collection/search/5102,1,1,1907
657,"Captain Isaac Hull",0,https://images.metmuseum.org/CRDImages/ad/original/LC-83_2_379-001.jpg,https://www.metmuseum.org/art/collection/search/5111,10,1,1883
658,"George Washington Commemorative Medal",0,https://images.metmuseum.org/CRDImages/ad/original/LC-07_280_13-001.jpg,https://www.metmuseum.org/art/collection/search/5128,2,1,1907
659,"Marriage Certificate",0,https://images.metmuseum.org/CRDImages/ad/original/133309.jpg,https://www.metmuseum.org/art/collection/search/5148,1,1,1944
660,"Plaque of Benjamin Franklin",0,https://images.metmuseum.org/CRDImages/ad/original/DP231750.jpg,https://www.metmuseum.org/art/collection/search/5159,6,1,1893
661,"Membership Certificate of the Society of the Cincinnati",0,https://images.metmuseum.org/CRDImages/ad/original/243397.jpg,https://www.metmuseum.org/art/collection/search/5174,1,1,1986
662,"Milk Bowl",0,https://images.metmuseum.org/CRDImages/ad/original/195025.jpg,https://www.metmuseum.org/art/collection/search/5178,1,1,1970
663,"Milk Pan",0,https://images.metmuseum.org/CRDImages/ad/original/ADA5043.jpg,https://www.metmuseum.org/art/collection/search/5180,1,1,1980
664,"Milk Pitcher",0,https://images.metmuseum.org/CRDImages/ad/original/181693.jpg,https://www.metmuseum.org/art/collection/search/5181,1,1,1946
665,"Miniature Bowl",0,https://images.metmuseum.org/CRDImages/ad/original/180719.jpg,https://www.metmuseum.org/art/collection/search/5185,1,1,1946
666,"Trinket Chest",0,https://images.metmuseum.org/CRDImages/ad/original/134656.jpg,https://www.metmuseum.org/art/collection/search/5188,1,1,1945
667,"Miniature Compote",0,https://images.metmuseum.org/CRDImages/ad/original/180718.jpg,https://www.metmuseum.org/art/collection/search/5189,1,1,1946
668,"Miniature Cup",0,https://images.metmuseum.org/CRDImages/ad/original/180715.jpg,https://www.metmuseum.org/art/collection/search/5192,1,1,1946
669,"Miniature Dish",0,https://images.metmuseum.org/CRDImages/ad/original/180721.jpg,https://www.metmuseum.org/art/collection/search/5193,1,1,1946
670,"Miniature Pitcher",0,https://images.metmuseum.org/CRDImages/ad/original/180720.jpg,https://www.metmuseum.org/art/collection/search/5198,1,1,1946
671,"Miniature pitcher",0,https://images.metmuseum.org/CRDImages/ad/original/DT8546.jpg,https://www.metmuseum.org/art/collection/search/5199,1,1,1986
672,"Miniature Saucer",0,https://images.metmuseum.org/CRDImages/ad/original/180786.jpg,https://www.metmuseum.org/art/collection/search/5201,1,1,1946
673,"Miniature Tall Clock",0,https://images.metmuseum.org/CRDImages/ad/original/ADA126.jpg,https://www.metmuseum.org/art/collection/search/5202,1,1,1918
674,"Book: Miscellaneous Works in Verse and Prose (Volume I of four volumes)",0,https://images.metmuseum.org/CRDImages/ad/original/120127.jpg,https://www.metmuseum.org/art/collection/search/5212,19,1,1939
675,"Figure of a Chapel Entrance",0,https://images.metmuseum.org/CRDImages/ad/original/140916.jpg,https://www.metmuseum.org/art/collection/search/5217,1,1,1947
676,"Molasses jug",0,https://images.metmuseum.org/CRDImages/ad/original/23000.jpg,https://www.metmuseum.org/art/collection/search/5222,1,1,1914
677,Monteith,0,https://images.metmuseum.org/CRDImages/ad/original/ADA4984.jpg,https://www.metmuseum.org/art/collection/search/5225,7,1,1978
678,"Curtain tie-back",0,https://images.metmuseum.org/CRDImages/ad/original/DP232789.jpg,https://www.metmuseum.org/art/collection/search/5232,6,1,1968
679,"Swans and Fountain Appliqué",0,https://images.metmuseum.org/CRDImages/ad/original/DP232788.jpg,https://www.metmuseum.org/art/collection/search/5242,6,1,1968
680,"River God Appliqué",0,https://images.metmuseum.org/CRDImages/ad/original/DP232776.jpg,https://www.metmuseum.org/art/collection/search/5247,6,1,1968
681,"Cupid and Venus Appliqué",0,https://images.metmuseum.org/CRDImages/ad/original/DP232772.jpg,https://www.metmuseum.org/art/collection/search/5250,6,1,1968
682,"Smithy Cupid Appliqué",0,https://images.metmuseum.org/CRDImages/ad/original/DP232785.jpg,https://www.metmuseum.org/art/collection/search/5252,6,1,1968
683,"Mourning Pin",0,https://images.metmuseum.org/CRDImages/ad/original/171398.jpg,https://www.metmuseum.org/art/collection/search/5257,1,1,1960
684,"Mourning Ring",0,https://images.metmuseum.org/CRDImages/ad/original/53070.jpg,https://www.metmuseum.org/art/collection/search/5260,1,1,1923
685,"Figure of Mrs. Catherine Macaulay",0,https://images.metmuseum.org/CRDImages/ad/original/132982.jpg,https://www.metmuseum.org/art/collection/search/5268,2,1,1944
686,Mug,0,https://images.metmuseum.org/CRDImages/ad/original/114488.jpg,https://www.metmuseum.org/art/collection/search/5269,12,1,1909
687,"Music Stand",0,https://images.metmuseum.org/CRDImages/ad/original/197746.jpg,https://www.metmuseum.org/art/collection/search/5396,1,1,1971
688,"Mustard Pot",0,https://images.metmuseum.org/CRDImages/ad/original/DP266310.jpg,https://www.metmuseum.org/art/collection/search/5397,1,1,1947
689,Nightstand,0,https://images.metmuseum.org/CRDImages/ad/original/175194.jpg,https://www.metmuseum.org/art/collection/search/5409,1,1,1962
690,"Night Table",0,https://images.metmuseum.org/CRDImages/ad/original/192563.jpg,https://www.metmuseum.org/art/collection/search/5410,1,1,1969
691,"Nutmeg Grater",0,https://images.metmuseum.org/CRDImages/ad/original/DP233271.jpg,https://www.metmuseum.org/art/collection/search/5412,1,1,1924
692,"Book: Of the Nature of the Gods",0,https://images.metmuseum.org/CRDImages/ad/original/120126.jpg,https://www.metmuseum.org/art/collection/search/5421,2,1,1939
693,"Whale Oil Lamp",0,https://images.metmuseum.org/CRDImages/ad/original/260295.jpg,https://www.metmuseum.org/art/collection/search/5430,1,1,1982
694,"Whale-oil lamp",0,https://images.metmuseum.org/CRDImages/ad/original/DP206726.jpg,https://www.metmuseum.org/art/collection/search/5453,1,1,1946
695,"Oil Lamp",0,https://images.metmuseum.org/CRDImages/ad/original/224272.jpg,https://www.metmuseum.org/art/collection/search/5457,1,1,1980
696,Overmantel,0,https://images.metmuseum.org/CRDImages/ad/original/DP210008.jpg,https://www.metmuseum.org/art/collection/search/5480,1,1,1925
697,"Overmantel Looking Glass",0,https://images.metmuseum.org/CRDImages/ad/original/92155.jpg,https://www.metmuseum.org/art/collection/search/5482,2,1,1933
698,"Oyster plate",0,https://images.metmuseum.org/CRDImages/ad/original/DP208138.jpg,https://www.metmuseum.org/art/collection/search/5488,1,1,1968
699,Pan,0,https://images.metmuseum.org/CRDImages/ad/original/DP207295.jpg,https://www.metmuseum.org/art/collection/search/5491,1,1,1980
700,"Batter jug",0,https://images.metmuseum.org/CRDImages/ad/original/DP264265.jpg,https://www.metmuseum.org/art/collection/search/5494,1,1,1926
701,"Stained Glass Panel",0,https://images.metmuseum.org/CRDImages/ad/original/34728.jpg,https://www.metmuseum.org/art/collection/search/5496,1,1,1916
702,"Stained Glass",0,https://images.metmuseum.org/CRDImages/ad/original/47639.jpg,https://www.metmuseum.org/art/collection/search/5497,1,1,1921
703,"Paneling from the parlor of Marmion, King George County, Virginia",1,https://images.metmuseum.org/CRDImages/ad/original/DP227958.jpg,https://www.metmuseum.org/art/collection/search/5505,1,1,1916
704,"Fireplace wall paneling from the Benjamin Hasbrouck House",0,https://images.metmuseum.org/CRDImages/ad/original/DP254782.jpg,https://www.metmuseum.org/art/collection/search/5508,1,1,1933
705,"Panels and Door from the Hoagland Farm, Griggstown, New Jersey",0,https://images.metmuseum.org/CRDImages/ad/original/ADA3249.jpg,https://www.metmuseum.org/art/collection/search/5509,1,1,1925
706,"Pap Boat",0,https://images.metmuseum.org/CRDImages/ad/original/97770.jpg,https://www.metmuseum.org/art/collection/search/5511,1,1,1933
707,"Paper Weight",0,https://images.metmuseum.org/CRDImages/ad/original/25890.jpg,https://www.metmuseum.org/art/collection/search/5515,6,1,1883
708,Paperweight,0,https://images.metmuseum.org/CRDImages/ad/original/30241.jpg,https://www.metmuseum.org/art/collection/search/5516,6,1,1915
709,"Parallel Rule with Protractor and Plotting Scale",0,https://images.metmuseum.org/CRDImages/ad/original/238353.jpg,https://www.metmuseum.org/art/collection/search/5535,1,1,1985
710,"Parfait Glass",0,https://images.metmuseum.org/CRDImages/ad/original/180287.jpg,https://www.metmuseum.org/art/collection/search/5536,1,1,1946
711,"Patch Box",0,https://images.metmuseum.org/CRDImages/ad/original/DP162491.jpg,https://www.metmuseum.org/art/collection/search/5543,1,1,1933
712,"Footed Salver",0,https://images.metmuseum.org/CRDImages/ad/original/DP110398.jpg,https://www.metmuseum.org/art/collection/search/5546,1,1,1927
713,"Paul Revere's Autograph",0,https://images.metmuseum.org/CRDImages/ad/original/97467.jpg,https://www.metmuseum.org/art/collection/search/5554,1,1,1933
714,Pedestal,0,https://images.metmuseum.org/CRDImages/ad/original/180683.jpg,https://www.metmuseum.org/art/collection/search/5557,1,1,1964
715,"Centennial Pedestal",0,https://images.metmuseum.org/CRDImages/ad/original/APS1184.jpg,https://www.metmuseum.org/art/collection/search/5563,1,1,1968
716,"Pembroke Table",0,https://images.metmuseum.org/CRDImages/ad/original/52517.jpg,https://www.metmuseum.org/art/collection/search/5572,1,1,1923
717,"Pembroke table",0,https://images.metmuseum.org/CRDImages/ad/original/138618.jpg,https://www.metmuseum.org/art/collection/search/5575,1,1,1946
718,"Pepper Sauce Bottle",0,https://images.metmuseum.org/CRDImages/ad/original/174124.jpg,https://www.metmuseum.org/art/collection/search/5589,1,1,1946
719,"Perfume flask",0,https://images.metmuseum.org/CRDImages/ad/original/ADA5457.jpg,https://www.metmuseum.org/art/collection/search/5595,1,1,1984
720,"Pharmacy Jar",0,https://images.metmuseum.org/CRDImages/ad/original/41213.jpg,https://www.metmuseum.org/art/collection/search/5597,1,1,1918
721,"Piano stool",0,https://images.metmuseum.org/CRDImages/ad/original/185012.jpg,https://www.metmuseum.org/art/collection/search/5598,1,1,1966
722,Pianoforte,0,https://images.metmuseum.org/CRDImages/ad/original/ADA288.jpg,https://www.metmuseum.org/art/collection/search/5600,1,1,1963
723,"Pickle Dish",0,https://images.metmuseum.org/CRDImages/ad/original/ADA4203.jpg,https://www.metmuseum.org/art/collection/search/5602,7,1,1928
724,"Pickle jar",0,https://images.metmuseum.org/CRDImages/ad/original/DP227015.jpg,https://www.metmuseum.org/art/collection/search/5605,1,1,1946
725,Frame,0,https://images.metmuseum.org/CRDImages/ad/original/DP256281.jpg,https://www.metmuseum.org/art/collection/search/5606,1,1,1915
726,"Pie Dish",0,https://images.metmuseum.org/CRDImages/ad/original/DP257708.jpg,https://www.metmuseum.org/art/collection/search/5609,1,1,1920
727,"Pier glass",0,https://images.metmuseum.org/CRDImages/ad/original/83329.jpg,https://www.metmuseum.org/art/collection/search/5613,2,1,1931
728,"Pier Looking Glass",0,https://images.metmuseum.org/CRDImages/ad/original/ADA278.jpg,https://www.metmuseum.org/art/collection/search/5615,1,1,1961
729,"Marble-slab table",1,https://images.metmuseum.org/CRDImages/ad/original/18_110_27ab_SlabTable.jpg,https://www.metmuseum.org/art/collection/search/5624,1,1,1918
730,"Pier Table",0,https://images.metmuseum.org/CRDImages/ad/original/61561.jpg,https://www.metmuseum.org/art/collection/search/5625,1,1,1925
731,"Pier table",1,https://images.metmuseum.org/CRDImages/ad/original/DT172.jpg,https://www.metmuseum.org/art/collection/search/5630,1,1,1976
732,"Pint decanter",0,https://images.metmuseum.org/CRDImages/ad/original/DP208101.jpg,https://www.metmuseum.org/art/collection/search/5645,1,1,1946
733,"Pint Decanter",0,https://images.metmuseum.org/CRDImages/ad/original/174202.jpg,https://www.metmuseum.org/art/collection/search/5646,1,1,1946
734,"Pint Mug",0,https://images.metmuseum.org/CRDImages/ad/original/174404.jpg,https://www.metmuseum.org/art/collection/search/5648,1,1,1962
735,"Pipe Box",0,https://images.metmuseum.org/CRDImages/ad/original/DP-22083-001.jpg,https://www.metmuseum.org/art/collection/search/5650,1,1,1910
736,"Pipe and Tobacco Box",0,https://images.metmuseum.org/CRDImages/ad/original/17099.jpg,https://www.metmuseum.org/art/collection/search/5651,1,1,1910
737,"Pipe Tongs",0,https://images.metmuseum.org/CRDImages/ad/original/97182.jpg,https://www.metmuseum.org/art/collection/search/5652,1,1,1934
738,"Cream jug",0,https://images.metmuseum.org/CRDImages/ad/original/34.100.111.c.jpg,https://www.metmuseum.org/art/collection/search/5701,1,1,1934
739,Sauceboat,0,https://images.metmuseum.org/CRDImages/ad/original/DP108085.jpg,https://www.metmuseum.org/art/collection/search/5790,1,1,1933
740,"Hobnail pitcher",0,https://images.metmuseum.org/CRDImages/ad/original/176840.jpg,https://www.metmuseum.org/art/collection/search/5805,1,1,1946
741,"Hobnail Pitcher",0,https://images.metmuseum.org/CRDImages/ad/original/176844.jpg,https://www.metmuseum.org/art/collection/search/5806,1,1,1946
742,"Pitcher (Goelet Schooner Prize)",0,https://images.metmuseum.org/CRDImages/ad/original/DT250879.jpg,https://www.metmuseum.org/art/collection/search/5872,1,1,2020
743,Bust,0,https://images.metmuseum.org/CRDImages/ad/original/25666.jpg,https://www.metmuseum.org/art/collection/search/5898,9,1,1883
744,"Plate of Benjamin Franklin",0,https://images.metmuseum.org/CRDImages/ad/original/DP248084.jpg,https://www.metmuseum.org/art/collection/search/5904,6,1,1883
745,Platter,0,https://images.metmuseum.org/CRDImages/ad/original/24545.jpg,https://www.metmuseum.org/art/collection/search/6111,2,1,1914
746,"Soup Plate",0,https://images.metmuseum.org/CRDImages/ad/original/24639.jpg,https://www.metmuseum.org/art/collection/search/6226,2,1,1914
747,"Sauceboat Plate",0,https://images.metmuseum.org/CRDImages/ad/original/DP260344.jpg,https://www.metmuseum.org/art/collection/search/6487,6,1,NULL
748,"Plate Warmer",0,https://images.metmuseum.org/CRDImages/ad/original/182774.jpg,https://www.metmuseum.org/art/collection/search/6496,2,1,1965
749,"Roast Platter",0,https://images.metmuseum.org/CRDImages/ad/original/DP258781.jpg,https://www.metmuseum.org/art/collection/search/6573,1,1,1969
750,"Platter with Drainer",0,https://images.metmuseum.org/CRDImages/ad/original/DP259244.jpg,https://www.metmuseum.org/art/collection/search/6597,7,1,1910
751,"Pocket Bottle",0,https://images.metmuseum.org/CRDImages/ad/original/DP243256.jpg,https://www.metmuseum.org/art/collection/search/6599,1,1,1913
752,"Pocket flask",0,https://images.metmuseum.org/CRDImages/ad/original/126492.jpg,https://www.metmuseum.org/art/collection/search/6603,1,1,1942
753,"Standing poodle",0,https://images.metmuseum.org/CRDImages/ad/original/DP207939.jpg,https://www.metmuseum.org/art/collection/search/6640,1,1,1913
754,Poodle,0,https://images.metmuseum.org/CRDImages/ad/original/ADA4539.jpg,https://www.metmuseum.org/art/collection/search/6641,1,1,1948
755,Porringer,0,https://images.metmuseum.org/CRDImages/ad/original/118245.jpg,https://www.metmuseum.org/art/collection/search/6644,2,1,1910
756,"Portable Desk-on-frame Table",0,https://images.metmuseum.org/CRDImages/ad/original/ADA211.jpg,https://www.metmuseum.org/art/collection/search/6728,1,1,1918
757,"Posset pot",0,https://images.metmuseum.org/CRDImages/ad/original/136406.jpg,https://www.metmuseum.org/art/collection/search/6732,2,1,1946
758,"Powder Jar",0,https://images.metmuseum.org/CRDImages/ad/original/140859.jpg,https://www.metmuseum.org/art/collection/search/6774,1,1,1947
759,"Figure of Praying Samuel",0,https://images.metmuseum.org/CRDImages/ad/original/140910.jpg,https://www.metmuseum.org/art/collection/search/6776,1,1,1947
760,"Presentation chalice",0,https://images.metmuseum.org/CRDImages/ad/original/DP208397.jpg,https://www.metmuseum.org/art/collection/search/6777,1,1,1937
761,"Presentation Vase",1,https://images.metmuseum.org/CRDImages/ad/original/DT8799.jpg,https://www.metmuseum.org/art/collection/search/6778,1,1,1982
762,Print,0,https://images.metmuseum.org/CRDImages/ad/original/25344_83.2.333.jpg,https://www.metmuseum.org/art/collection/search/6781,6,1,1883
763,"Laurel Wreath Drawer Pull",0,https://images.metmuseum.org/CRDImages/ad/original/DP232780.jpg,https://www.metmuseum.org/art/collection/search/6790,6,1,1968
764,"Punch Glass",0,https://images.metmuseum.org/CRDImages/ad/original/174138.jpg,https://www.metmuseum.org/art/collection/search/6811,1,1,1946
765,"Punch Ladle",0,https://images.metmuseum.org/CRDImages/ad/original/DP211918.jpg,https://www.metmuseum.org/art/collection/search/6816,1,1,1924
766,"Punch Pot",0,https://images.metmuseum.org/CRDImages/ad/original/DP-18258-001.jpg,https://www.metmuseum.org/art/collection/search/6818,2,1,1946
767,"Quart Bottle",0,https://images.metmuseum.org/CRDImages/ad/original/8138.jpg,https://www.metmuseum.org/art/collection/search/6823,1,1,1910
768,"Quart Decanter",0,https://images.metmuseum.org/CRDImages/ad/original/DP235409.jpg,https://www.metmuseum.org/art/collection/search/6824,1,1,1946
769,"Quart decanter",0,https://images.metmuseum.org/CRDImages/ad/original/DP208103.jpg,https://www.metmuseum.org/art/collection/search/6828,1,1,1946
770,"Quart Mug",0,https://images.metmuseum.org/CRDImages/ad/original/132005.jpg,https://www.metmuseum.org/art/collection/search/6834,1,1,1943
771,"Quillwork Sconce",0,https://images.metmuseum.org/CRDImages/ad/original/52.195.19.jpg,https://www.metmuseum.org/art/collection/search/6839,1,1,1952
772,"Manuscript of a Receipted Bill for Wallpaper",0,https://images.metmuseum.org/CRDImages/ad/original/185772.jpg,https://www.metmuseum.org/art/collection/search/6849,1,1,1924
773,"Figure of Red Riding Hood with Basket",0,https://images.metmuseum.org/CRDImages/ad/original/DP265345.jpg,https://www.metmuseum.org/art/collection/search/6850,1,1,1947
774,"Relish Dish",0,https://images.metmuseum.org/CRDImages/ad/original/181919.jpg,https://www.metmuseum.org/art/collection/search/6855,1,1,1946
775,"Relish dish",0,https://images.metmuseum.org/CRDImages/ad/original/174240.jpg,https://www.metmuseum.org/art/collection/search/6858,1,1,1946
776,"Repeater Watch",0,https://images.metmuseum.org/CRDImages/ad/original/136942.jpg,https://www.metmuseum.org/art/collection/search/6860,6,1,1944
777,"Ring Medallion",0,https://images.metmuseum.org/CRDImages/ad/original/25852.jpg,https://www.metmuseum.org/art/collection/search/6862,2,1,1883
778,Ring,0,https://images.metmuseum.org/CRDImages/ad/original/DP205040.jpg,https://www.metmuseum.org/art/collection/search/6863,4,1,1955
779,"Bust of Robert Burns",0,https://images.metmuseum.org/CRDImages/ad/original/140900.jpg,https://www.metmuseum.org/art/collection/search/6869,1,1,1947
780,"Bust of Robert Fulton",0,https://images.metmuseum.org/CRDImages/ad/original/34238.jpg,https://www.metmuseum.org/art/collection/search/6870,6,1,1883
781,"Platform Rocking Chair",0,https://images.metmuseum.org/CRDImages/ad/original/235629.jpg,https://www.metmuseum.org/art/collection/search/6874,1,1,1981
782,"Parlor from the William Moore House",0,https://images.metmuseum.org/CRDImages/ad/original/DP212246.jpg,https://www.metmuseum.org/art/collection/search/6879,1,1,1916
783,"Room from the Hart House, Ipswich, Massachusetts",0,"https://images.metmuseum.org/CRDImages/ad/original/Hart Room 2 Ret.jpg",https://www.metmuseum.org/art/collection/search/6887,1,1,1936
784,"Fireplace wall paneling from the John Hewlett House",0,https://images.metmuseum.org/CRDImages/ad/original/DT223517.jpg,https://www.metmuseum.org/art/collection/search/6888,1,1,1910
785,"Room from the Powel House, Philadelphia",0,https://images.metmuseum.org/CRDImages/ad/original/DP223338.jpg,https://www.metmuseum.org/art/collection/search/6889,1,1,1918
786,"Figure of a Rooster",0,https://images.metmuseum.org/CRDImages/ad/original/140873.jpg,https://www.metmuseum.org/art/collection/search/6890,1,1,1947
787,"Rose Bowl",0,https://images.metmuseum.org/CRDImages/ad/original/174405.jpg,https://www.metmuseum.org/art/collection/search/6891,1,1,1946
788,"Roundabout Armchair",0,https://images.metmuseum.org/CRDImages/ad/original/203077.jpg,https://www.metmuseum.org/art/collection/search/6905,1,1,1967
789,"Corner chair",1,https://images.metmuseum.org/CRDImages/ad/original/ADA57.jpg,https://www.metmuseum.org/art/collection/search/6906,1,1,1925
790,Roundel,0,https://images.metmuseum.org/CRDImages/ad/original/DP207843.jpg,https://www.metmuseum.org/art/collection/search/6907,1,1,1896
791,Rummer,0,https://images.metmuseum.org/CRDImages/ad/original/19178.jpg,https://www.metmuseum.org/art/collection/search/6908,2,1,1913
792,"Rummer Tumbler",0,https://images.metmuseum.org/CRDImages/ad/original/DP235390.jpg,https://www.metmuseum.org/art/collection/search/6912,1,1,1946
793,"Salad Bowl",0,https://images.metmuseum.org/CRDImages/ad/original/DP258642.jpg,https://www.metmuseum.org/art/collection/search/6914,7,1,1910
794,"Salad Plate",0,https://images.metmuseum.org/CRDImages/ad/original/DP258774.jpg,https://www.metmuseum.org/art/collection/search/6920,1,1,1969
795,"Salt Box",0,https://images.metmuseum.org/CRDImages/ad/original/DP-22087-001.jpg,https://www.metmuseum.org/art/collection/search/6944,1,1,1934
796,"Salt Caster",0,https://images.metmuseum.org/CRDImages/ad/original/174421.jpg,https://www.metmuseum.org/art/collection/search/6946,1,1,1946
797,"Salt Shovel",0,https://images.metmuseum.org/CRDImages/ad/original/97943.jpg,https://www.metmuseum.org/art/collection/search/6951,1,1,1933
798,"Salt Spoon",0,https://images.metmuseum.org/CRDImages/ad/original/45132.jpg,https://www.metmuseum.org/art/collection/search/6955,1,1,1919
799,"Standing Salt",0,https://images.metmuseum.org/CRDImages/ad/original/DP216597.jpg,https://www.metmuseum.org/art/collection/search/7052,1,1,1972
800,"Trencher Salt",0,https://images.metmuseum.org/CRDImages/ad/original/DP216613.jpg,https://www.metmuseum.org/art/collection/search/7064,1,1,1937
801,Salver,0,https://images.metmuseum.org/CRDImages/ad/original/DP110394.jpg,https://www.metmuseum.org/art/collection/search/7097,1,1,1924
802,Tray,0,https://images.metmuseum.org/CRDImages/ad/original/DP110406.jpg,https://www.metmuseum.org/art/collection/search/7103,1,1,1933
